movie_title,content_rating,runtime,production_company,audience_rating
Summer School,PG-13,96,Paramount,58
Summer of Sam,R,142,Touchstone Pictures,60
Sunset Boulevard,G,110,Paramount,95
Sunshine,R,107,20thCenturyFox,73
Sunshine Cleaning,R,102,Overture Films,63
Super 8,PG-13,112,Paramount,75
Super Size Me,PG-13,98,IDP ,72
Super Troopers,R,103,20thCenturyFox,90
Superbad,R,113,Sony,87
Supercop,R,91,Miramax Films,74
Supercross,PG-13,92,20thCenturyFox,62
Supergirl,PG,124,TriStar Pictures,26
Superhero Movie,PG-13,85,The Weinstein Company,32
Superman,PG,143,Warner Bros.,86
Superman II,PG,127,Warner Bros.,76
Superman III,PG,125,Warner Bros.,23
Superman IV: The Quest for Peace,PG,89,Warner Bros.,16
Superman Returns,PG-13,154,Warner Bros.,61
Superstar,PG-13,82,Paramount,60
Surf's Up,PG,85,Sony,70
Surfwise,R,93,Magnolia Pictures,66
Surrogates,PG-13,88,Touchstone Pictures,38
Surveillance,R,97,Magnet Releasing,43
Surviving Christmas,PG-13,90,Dreamworks,29
Sweeney Todd: The Demon Barber of Fleet Street,R,117,Dreamworks,81
Sweet Home Alabama,PG-13,108,Buena Vista,78
Sweet November,PG-13,119,Warner Bros.,76
Swimfan,PG-13,84,20thCenturyFox,32
Swimming Pool,R,102,Focus Features,67
Swing Kids,PG-13,112,Buena Vista,79
Swing Vote,PG-13,119,Touchstone Pictures,41
Swingers,R,96,Miramax Films,89
Swiss Family Robinson,G,128,Buena Vista,78
Swordfish,R,99,Warner Bros.,59
Sydney White,PG-13,108,Universal Pictures,70
Sympathy for Mr. Vengeance,R,129,Tartan Films,85
Syriana,R,128,Warner Bros.,67
THX 1138,PG,88,Warner Bros.,74
TMNT,PG,87,Warner Bros.,60
TRON,PG,96,Buena Vista,69
Take Me Home Tonight,R,89,Relativity Media,42
Take Shelter,R,124,Sony,81
Take the Lead,PG-13,117,New Line Cinema,77
Taken,PG-13,91,20thCenturyFox,85
Taken 2,PG-13,92,20thCenturyFox,52
Taken 3,PG-13,109,20thCenturyFox,44
Takers,PG-13,107,Sony,62
Taking Lives,R,103,Warner Bros.,55
Taking Woodstock,R,120,Focus Features,47
Tales from the Crypt Presents Bordello of Blood,R,87,Universal Pictures,31
Talk to Her,R,112,Sony,93
Talk to Me,R,118,Focus Features,77
Talladega Nights: The Ballad of Ricky Bobby,PG-13,110,Sony,73
Tamara,R,91,Lionsgate Films,38
Tammy,R,97,Warner Bros.,36
Tangled,PG,101,Disney,87
Tango & Cash,R,104,Warner Bros.,52
Tank Girl,R,104,MGM,63
Tarzan,G,88,Buena Vista,75
Taxi,PG-13,97,20thCenturyFox,43
Taxi Driver,R,113,Columbia Pictures,93
Teaching Mrs. Tingle,PG-13,96,Miramax Films,31
Team America: World Police,R,98,Paramount,80
Tears of the Sun,R,115,Columbia Pictures,69
Ted,R,106,Universal Pictures,73
Ted 2,R,115,Universal Pictures,50
Teenage Mutant Ninja Turtles,PG-13,101,Paramount,50
Teenage Mutant Ninja Turtles II - The Secret of the Ooze,PG,88,Warner Bros.,67
Teenage Mutant Ninja Turtles III,PG,95,Warner Bros.,34
Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,107,Paramount,47
Teenage Mutant Ninja Turtles: The Movie,PG,93,New Line Cinema,81
Teeth,R,94,Roadside Attractions,45
Tell No One (Ne le Dis ?ß Personne),NR,126,Music Box Films,87
Temptation,PG-13,120,Lionsgate Films,66
Tenacious D in The Pick of Destiny,R,97,New Line Cinema,67
Tequila Sunrise,R,114,Warner Bros.,40
Terminator 2: Judgment Day,R,136,TriStar Pictures,94
Terminator 3 - Rise of the Machines,R,110,Warner Bros.,46
Terminator Genisys,PG-13,126,Paramount,53
Terminator Salvation,PG-13,116,Warner Bros.,54
Terms of Endearment,PG,132,Paramount,83
Texas Chainsaw,R,92,Lionsgate Films,40
Texas Chainsaw Massacre: The Next Generation,R,102,Sony,18
Thank You for Smoking,R,92,20thCenturyFox,87
That Awkward Moment,R,94,Focus Features,46
That Thing You Do!,PG,110,20thCenturyFox,78
That's My Boy,R,116,Sony,51
The 'Burbs,PG,103,MCA Universal Home Video,71
The 11th Hour,PG,95,Warner Bros.,69
The 13th Warrior,R,103,Buena Vista,65
The 5th Wave,PG-13,112,Sony,38
The 6th Day,PG-13,124,Columbia Pictures,32
The A-Team,PG-13,118,20thCenturyFox,66
The Abandoned,R,106,Lionsgate Films,42
The Accidental Husband,PG-13,90,Yari Film Group,36
The Accountant,R,128,Warner Bros.,76
The Addams Family,PG-13,102,Paramount,66
The Adjustment Bureau,PG-13,105,Universal Pictures,67
The Adventures of Baron Munchausen,PG,126,Sony,82
The Adventures of Milo and Otis,G,76,Sony,74
The Adventures of Pluto Nash,PG-13,95,Warner Bros.,19
"The Adventures of Priscilla, Queen of the Desert",R,102,20thCenturyFox,88
The Adventures of Robin Hood,PG,102,Warner Bros.,89
The Adventures of Rocky & Bullwinkle,PG,88,Universal Pictures,20
The Adventures of Sharkboy and Lavagirl in 3-D,PG,92,Miramax Films,33
The Adventures of Tintin,PG,107,Paramount,74
The African Queen,PG,105,20thCenturyFox,86
The Age of Adaline,PG-13,113,Lionsgate Films,67
The Amazing Spider-Man,PG-13,136,Sony,77
The Amazing Spider-Man 2,PG-13,141,Sony,64
The American,R,105,Focus Features,39
The American President,PG-13,114,Columbia Pictures,77
The Amityville Horror,R,89,MGM,52
The Amityville Horror,R,117,American International Picture,52
The Amityville Horror,R,89,MGM,52
The Amityville Horror,R,117,American International Picture,52
The Angry Birds Movie,PG,93,Sony,46
The Animal,PG-13,84,Columbia Pictures,28
The Animatrix,PG-13,102,Warner Bros.,78
The Ant Bully,PG,88,Warner Bros.,42
The Apartment,NR,125,United Artists Pictures,94
The Aristocats,G,78,Buena Vista,70
The Aristocrats,NR,89,ThinkFilm,61
The Art of War,R,117,Warner Bros.,36
The Artist,PG-13,100,The Weinstein Company,87
The Assassination of Jesse James by the Coward Robert Ford,R,160,Warner Bros.,75
The Astronaut Farmer,PG,105,Warner Bros.,49
The Astronaut's Wife,R,109,New Line Cinema,33
The Avengers,PG-13,89,Warner Bros.,15
The Aviator,PG-13,166,Miramax Films,79
The BFG,PG,115,Disney,57
The Babadook,NR,93,IFC Films,72
The Bachelor,PG-13,101,Warner Bros.,28
The Back-up Plan,PG-13,104,CBS,46
The Bad News Bears,PG,102,Paramount,80
The Banger Sisters,R,98,20thCenturyFox,42
The Bank Job,R,111,Lionsgate Films,74
The Beach,R,120,20thCenturyFox,57
The Beastmaster,PG,114,MGM,54
The Beautician and the Beast,PG,105,Paramount,44
The Believer,R,98,IDP ,82
The Benchwarmers,PG-13,85,Sony,64
The Best Exotic Marigold Hotel,PG-13,124,20thCenturyFox,78
The Best Man,R,120,Universal Pictures,86
The Best Man Holiday,R,122,Universal Pictures,83
The Best Of Me,PG-13,118,Relativity Media,59
The Big Green,PG,99,Disney,46
The Big Hit,R,91,Sony,57
The Big Lebowski,R,117,Gramercy Pictures,93
The Big Short,R,130,Paramount,88
The Big Sleep,PG,114,Warner Bros.,91
The Big Wedding,R,90,Lionsgate Films,40
The Birdcage,R,119,MGM,81
The Birds,PG-13,119,Universal Pictures,83
The Black Cauldron,PG,80,Disney,48
The Black Dahlia,R,121,Universal Pictures,27
The Black Stallion,G,118,20thCenturyFox,83
The Blair Witch Project,R,87,Artisan,56
The Blind Side,PG-13,128,Warner Bros.,85
The Bling Ring,R,90,A24,33
The Blob,PG,82,Criterion Collection,52
The Blue Lagoon,R,104,Sony,54
The Blues Brothers,R,133,Universal Pictures,92
The Bodyguard,R,130,Warner Bros.,64
The Bone Collector,R,113,Universal Pictures,63
The Book Thief,PG-13,127,20thCenturyFox,73
The Book of Eli,R,112,Warner Bros.,64
The Book of Life,PG,95,20thCenturyFox,77
The Boondock Saints II: All Saints Day,R,115,Apparition,58
The Borrowers,PG,87,PolyGram,49
The Boss,R,99,Universal Pictures,38
The Boss Baby,PG,97,Dreamworks,51
The Bounty Hunter,PG-13,111,Sony,51
The Bourne Identity,PG-13,113,Universal Pictures,93
The Bourne Legacy,PG-13,135,Universal Pictures,58
The Bourne Supremacy,PG-13,108,Universal Pictures,90
The Bourne Ultimatum,PG-13,115,Universal Pictures,91
The Box,PG-13,113,Warner Bros.,24
The Boxtrolls,PG,96,Focus Features,63
The Boy Next Door,R,90,Universal Pictures,33
The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas),PG-13,94,Miramax Films,85
The Brady Bunch Movie,PG-13,88,Paramount,46
The Brave One,R,122,Warner Bros.,64
The Break-Up,PG-13,107,Universal Pictures,46
The Breakfast Club,R,92,Universal Pictures,92
The Bridge on the River Kwai,PG,161,Columbia Pictures,93
The Bridges of Madison County,PG-13,135,Warner Bros.,87
The Brothers Bloom,PG-13,109,Summit Entertainment,64
The Brothers Grimm,PG-13,114,Miramax Films,39
The Brothers Solomon,R,93,Screen Gems,31
The Bucket List,PG-13,97,Warner Bros.,77
The Butterfly Effect,R,113,New Line Cinema,81
The Cabin in the Woods,R,95,Lionsgate Films,74
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),NR,69,Rialto Pictures,89
The Cable Guy,PG-13,91,Sony,51
The Call,R,96,Sony,65
The Campaign,R,85,Warner Bros.,51
The Cave,PG-13,97,Screen Gems,28
The Cell,R,107,New Line Cinema,57
The Change-Up,R,112,Universal Pictures,47
The Cheetah Girls 2,G,96,Disney,61
The Children of Huang Shi,R,125,Sony,66
The Chorus (Les Choristes),PG-13,97,Miramax Films,92
The Chronicles of Narnia: Prince Caspian,PG,144,Disney,73
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PG,140,Buena Vista,61
The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,112,20thCenturyFox,58
The Chronicles of Riddick,PG-13,119,Universal Pictures,65
The Chumscrubber,R,107,Picturehouse,76
The Cider House Rules,PG-13,131,Miramax Films,77
The City of Lost Children (La Cit?? des Enfants Perdus),R,111,Sony,90
The Client,PG-13,120,Warner Bros.,69
The Collector,R,88,Freestyle Releasing,48
The Color Purple,PG-13,152,Warner Bros.,94
The Color of Money,R,119,Touchstone Pictures,73
The Comebacks,PG-13,88,20thCenturyFox,33
The Commitments,R,117,20thCenturyFox,90
The Company Men,R,115,The Weinstein Company,55
The Condemned,R,113,Lionsgate Films,58
The Conjuring,R,111,Warner Bros.,83
The Conjuring 2,R,133,Warner Bros.,81
The Constant Gardener,R,128,Focus Features,82
The Conversation,PG,113,Paramount,90
The Core,PG-13,136,Paramount,34
The Counselor,R,117,20thCenturyFox,23
The Count of Monte Cristo,PG-13,131,Touchstone Pictures,88
The Cove,PG-13,94,Roadside Attractions,94
The Covenant,PG-13,97,Screen Gems,62
The Craft,R,100,Sony,65
The Crazies,R,101,Overture Films,56
The Crocodile Hunter: Collision Course,PG,90,MGM,44
The Croods,PG,91,20thCenturyFox,77
The Crow,R,100,Lionsgate Films,90
The Crow: City of Angels,R,84,Miramax Films,40
The Crucible,PG-13,123,20thCenturyFox,66
The Crying Game,R,113,Live Home Video,78
The Curious Case of Benjamin Button,PG-13,167,Paramount,80
The Cutting Edge,PG,101,MGM,76
The DUFF,PG-13,96,Lionsgate Films,66
The Da Vinci Code,PG-13,149,Sony,57
The Damned United,R,97,Sony,85
The Danish Girl,R,120,Focus Features,72
The Darjeeling Limited,R,91,20thCenturyFox,78
The Dark Crystal,PG,95,Sony,81
The Dark Knight,PG-13,152,Warner Bros.,94
The Dark Knight Rises,PG-13,165,Warner Bros.,90
The Dark Tower,PG-13,95,Sony,45
The Darkest Hour,PG-13,89,Summit Entertainment,25
The Day After Tomorrow,PG-13,123,20thCenturyFox,50
The Day the Earth Stood Still,G,92,20thCenturyFox,87
The Day the Earth Stood Still,PG-13,104,20thCenturyFox,27
The Day the Earth Stood Still,G,92,20thCenturyFox,87
The Day the Earth Stood Still,PG-13,104,20thCenturyFox,27
The Dead Zone,R,103,Paramount,77
The Debt,R,112,Focus Features,66
The Deer Hunter,R,183,Universal Pictures,92
The Departed,R,152,Warner Bros.,94
The Descendants,R,115,20thCenturyFox,79
The Descent,R,99,Lionsgate Films,76
The Devil Inside,R,83,Paramount,22
The Devil Wears Prada,PG-13,109,20thCenturyFox,76
The Devil and Daniel Johnston,PG-13,110,Sony,91
The Devil's Advocate,R,144,Warner Bros.,80
The Devil's Backbone (El Espinazo del diablo),R,106,Sony,89
The Devil's Own,R,110,Sony,41
The Devil's Rejects,R,109,Lionsgate Films,78
The Diary of Anne Frank,PG,156,20thCenturyFox,77
The Dictator,R,83,Paramount,44
The Dilemma,PG-13,111,Universal Pictures,29
The Dirty Dozen,NR,149,MGM,90
The Disappearance of Alice Creed,R,100,Anchor Bay Entertainment,67
The Divergent Series: Allegiant,PG-13,121,Lionsgate Films,41
The Diving Bell and the Butterfly,PG-13,114,Miramax Films,92
The Doors,R,135,Sony,79
The Duchess,PG-13,109,Paramount,67
The Dukes of Hazzard,PG-13,105,Warner Bros.,47
The Eagle,PG-13,114,Focus Features,41
The Edge,R,117,20thCenturyFox,70
The Elephant Man,PG,125,Paramount,93
The Emoji Movie,PG,86,Sony,37
The Emperor's New Groove,G,79,Buena Vista,83
The English Patient,R,162,Miramax Films,83
The Equalizer,R,132,Sony,76
The Evil Dead,R,85,New Line Cinema,84
The Ex,PG-13,87,The Weinstein Company,32
The Exorcism of Emily Rose,PG-13,118,Sony,60
The Exorcist,R,122,Warner Bros.,87
The Exorcist III,R,110,Warner Bros.,55
The Expendables,R,103,Lionsgate Films,64
The Expendables 2,R,103,Lionsgate Films,67
The Expendables 3,PG-13,127,Lionsgate Films,49
The Express,PG,129,Universal Pictures,75
The Eye,PG-13,97,Lionsgate Films,43
The Faculty,R,102,Miramax Films,55
The Fall,R,118,Roadside Attractions,85
The Family,R,111,Relativity Media,41
The Family Man,PG-13,125,Universal Pictures,67
The Family Stone,PG-13,104,20thCenturyFox,63
The Family That Preys,PG-13,111,Lionsgate Films,61
The Fan,R,117,Sony,34
The Fast and the Furious,PG-13,107,Universal Pictures,74
The Fast and the Furious: Tokyo Drift,PG-13,104,Universal Pictures,69
The Fate of the Furious,PG-13,136,Universal Pictures,72
The Fault In Our Stars,PG-13,126,20thCenturyFox,85
The Fifth Element,PG-13,127,Sony,86
The Fighter,R,116,Paramount,89
The Fighting Temptations,PG-13,122,Paramount,66
The Final Cut,PG-13,90,Lionsgate Films,45
The Final Destination,R,82,Warner Bros.,35
The Firm,R,154,Paramount,64
The First Wives Club,PG,102,Paramount,68
The Fisher King,R,132,TriStar Pictures,86
The Five-Year Engagement,R,119,Universal Pictures,51
The Flintstones,PG,92,Universal Pictures,24
The Flintstones in Viva Rock Vegas,PG,87,Universal Pictures,20
The Fly,R,95,20thCenturyFox,83
The Flying Scotsman,PG-13,103,MGM,51
The Fog,PG-13,100,Sony,19
The Fog,R,89,AVCO Embassy Pictures,64
The Fog,PG-13,100,Sony,19
The Fog,R,89,AVCO Embassy Pictures,64
The Football Factory,R,89,Image Entertainment,83
The Forbidden Kingdom,PG-13,105,Lionsgate Films,60
The Forgotten,PG-13,91,Sony,36
The Founder,PG-13,115,The Weinstein Company,82
The Fountain,PG-13,96,Warner Bros.,74
The Four Feathers,PG-13,81,Paramount,65
The Fourth Kind,PG-13,98,Universal Pictures,41
The Fox and the Hound,G,83,Buena Vista,78
The French Connection,R,104,20thCenturyFox,87
The Frighteners,R,109,Universal Pictures,71
The Fugitive,PG-13,127,Warner Bros.,89
The Full Monty,R,91,20thCenturyFox,79
The Game,R,128,Universal Pictures,84
The Game Plan,PG,110,Buena Vista,69
The General's Daughter,R,111,Paramount,46
The Ghost Writer,PG-13,129,Summit Entertainment,70
The Ghost and the Darkness,R,109,Paramount,75
The Gift,R,110,Paramount,55
The Gift,R,110,Paramount,55
The Girl Next Door,R,108,20thCenturyFox,69
The Girl Who Kicked the Hornet's Nest,R,146,Music Box Films,67
The Girl Who Played with Fire (Flickan som lekte med elden),R,129,Music Box Films,68
The Girl on the Train,R,112,Universal Pictures,49
The Girl with the Dragon Tattoo,R,158,Sony,86
The Girl with the Dragon Tattoo,R,152,Music Box Films,87
The Girl with the Dragon Tattoo,R,158,Sony,86
The Girl with the Dragon Tattoo,R,152,Music Box Films,87
The Girlfriend Experience,R,77,Magnolia Pictures,35
The Giver,PG-13,97,The Weinstein Company,55
The Godfather,R,177,Paramount,98
"The Godfather, Part II",R,200,Paramount,97
"The Godfather, Part III",R,161,Paramount,78
The Gods Must Be Crazy,PG,108,20thCenturyFox,84
The Golden Child,PG-13,91,Paramount,47
The Golden Compass,PG-13,118,New Line Cinema,51
The Good Dinosaur,PG,92,Disney,65
The Good German,R,105,Warner Bros.,33
The Good Shepherd,R,168,Universal Pictures,51
The Good Son,R,87,20thCenturyFox,54
"The Good, the Bad and the Ugly",R,161,United Artists Pictures,97
"The Goods: Live Hard, Sell Hard",R,89,Paramount,37
The Grand Budapest Hotel,R,99,20thCenturyFox,86
The Great Buck Howard,PG,90,Magnolia Pictures,49
The Great Debaters,PG-13,127,MGM,86
The Great Dictator,G,128,Criterion Collection,95
The Great Escape,NR,172,United Artists Pictures,95
The Great Gatsby,PG-13,142,Warner Bros.,67
The Great Mouse Detective,G,80,Disney,79
The Great Muppet Caper,G,95,Universal Pictures,78
The Great Outdoors,PG,91,Universal Pictures,70
The Greatest Game Ever Played,PG,115,Buena Vista,82
The Greatest Showman,PG,105,20thCenturyFox,86
The Green Hornet,PG-13,119,Sony,43
The Green Mile,R,189,Warner Bros.,94
The Grey,R,117,Open Road Films,61
The Grudge,PG-13,90,Sony,46
The Grudge 2,PG-13,104,Sony,40
The Guard,R,95,Sony,81
The Guardian,PG-13,139,Buena Vista,80
The Guilt Trip,PG-13,95,Paramount,39
The Hand that Rocks the Cradle,R,110,Disney,61
The Hangover,R,99,Warner Bros.,84
The Hangover Part II,R,102,Warner Bros.,52
The Hangover Part III,R,100,Warner Bros.,44
The Happening,R,89,20thCenturyFox,24
The Hateful Eight,R,168,The Weinstein Company,76
The Haunted Mansion,PG,88,Buena Vista,30
The Haunting,PG-13,114,Dreamworks,28
The Haunting in Connecticut,PG-13,92,Lionsgate Films,45
The Haunting of Molly Hartley,PG-13,87,Freestyle Releasing,18
The Heartbreak Kid,R,118,Paramount,37
The Heat,R,117,20thCenturyFox,71
The Help,PG-13,146,Dreamworks,89
The Hills Have Eyes,R,107,20thCenturyFox,58
The Hills Have Eyes,R,107,20thCenturyFox,58
The Hills Have Eyes 2,R,89,20thCenturyFox,40
The History Boys,R,109,20thCenturyFox,70
The Hitcher,R,90,Rogue Pictures,52
The Hitchhiker's Guide to the Galaxy,PG,109,Buena Vista,65
The Hitman's Bodyguard,R,118,Summit Entertainment,67
The Hoax,R,115,Miramax Films,58
The Hobbit,PG-13,78,Warner Bros.,65
The Hobbit: An Unexpected Journey,PG-13,169,Warner Bros.,83
The Hobbit: The Battle of the Five Armies,PG-13,144,Warner Bros.,74
The Hobbit: The Desolation of Smaug,PG-13,160,Warner Bros.,85
The Holiday,PG-13,132,Sony,80
The Horse Whisperer,PG-13,168,Buena Vista,72
The Host,R,119,Magnolia Pictures,72
The Host,PG-13,125,Open Road Films,49
The Host,R,119,Magnolia Pictures,72
The Host,PG-13,125,Open Road Films,49
The Hot Chick,PG-13,101,Buena Vista,59
The Hours,PG-13,114,Miramax Films,84
The House Bunny,PG-13,97,Sony,50
The House of the Devil,R,93,Magnolia Pictures,63
The Howling,R,91,MGM,58
The Hudsucker Proxy,PG,111,Warner Bros.,79
The Hunchback of Notre Dame,G,86,Disney,70
The Hundred-Foot Journey,PG,122,Disney,81
The Hunger Games,PG-13,142,Lionsgate Films,81
The Hunger Games: Catching Fire,PG-13,146,Lionsgate Films,89
The Hunger Games: Mockingjay - Part 1,PG-13,123,Lionsgate Films,71
The Hunger Games: Mockingjay - Part 2,PG-13,136,Lionsgate Films,66
The Hunt for Red October,PG,137,Paramount,88
The Hunted,R,94,Paramount,47
The Hunting Party,R,103,The Weinstein Company,67
The Huntsman: Winter's War,PG-13,114,Universal Pictures,45
The Hurricane,R,146,Universal Pictures,87
The Hurt Locker,R,127,Summit Entertainment,84
The Hustler,NR,135,20thCenturyFox,93
The Ice Harvest,R,88,Focus Features,43
The Ice Storm,R,113,20thCenturyFox,82
The Ides of March,R,100,Sony,73
The Illusionist,PG-13,110,Yari Film Group,83
The Imaginarium of Doctor Parnassus,PG-13,122,Sony,60
The Imitation Game,PG-13,113,The Weinstein Company,91
The Importance of Being Earnest,PG,97,Miramax Films,72
The Impossible,PG-13,114,Lionsgate Films,84
The Incredible Burt Wonderstone,PG-13,100,Warner Bros.,33
The Incredible Hulk,PG-13,112,Universal Pictures,70
The Incredibles,PG,115,Buena Vista,75
The Indian in the Cupboard,PG,96,Sony,40
The Informant!,R,108,Warner Bros.,44
The Innkeepers,R,101,Magnolia Pictures,42
The Insider,R,157,Buena Vista,90
The Intern,PG-13,121,Warner Bros.,73
The International,R,118,Columbia Pictures,37
The Internship,PG-13,119,20thCenturyFox,51
The Interpreter,PG-13,123,Universal Pictures,54
The Interview,R,111,Sony,48
The Intouchables,R,110,The Weinstein Company,93
The Invasion,PG-13,99,Warner Bros.,40
The Invention of Lying,PG-13,99,Warner Bros.,39
The Invisible,PG-13,102,Buena Vista,57
The Iron Giant,PG,86,Warner Bros.,90
The Iron Lady,PG-13,105,The Weinstein Company,51
The Island of Dr. Moreau,PG-13,95,New Line Cinema,20
The Italian,PG-13,97,Sony,70
The Italian Job,G,101,Paramount,86
The Italian Job,PG-13,111,Paramount,80
The Italian Job,G,101,Paramount,86
The Italian Job,PG-13,111,Paramount,80
The Jackal,R,124,Universal Pictures,52
The Jacket,R,102,Warner Bros.,73
The Jane Austen Book Club,PG-13,106,Sony,67
The Jerk,R,93,Universal Pictures,84
The Jetsons,G,82,MCA Universal Home Video,44
The Jewel of the Nile,PG,104,20thCenturyFox,37
The Joy Luck Club,R,138,Buena Vista,89
The Judge,R,141,Warner Bros.,72
The Jungle Book,PG,78,Buena Vista,82
The Jungle Book,PG,105,Disney,86
The Jungle Book,PG,78,Buena Vista,82
The Jungle Book,PG,105,Disney,86
The Karate Kid,PG,126,Columbia Pictures,82
The Karate Kid,PG,140,Sony,67
The Karate Kid,PG,126,Columbia Pictures,82
The Karate Kid,PG,140,Sony,67
The Karate Kid Part II,PG,113,Columbia Pictures,51
"The Karate Kid, Part III",PG,111,Sony,35
The Kid,PG,96,Disney,49
The Kid with a Bike,PG-13,87,IFC Films,76
The Kids Are All Right,R,104,Focus Features,74
The Killing of John Lennon,NR,114,IFC Films,46
The King,R,105,ThinkFilm,66
The King and I,G,133,20thCenturyFox,83
The King of Comedy,PG,101,20thCenturyFox,90
The King of Kong: A Fistful of Quarters,PG-13,79,New Line Cinema,93
The King's Speech,PG-13,118,The Weinstein Company,92
The Kingdom,R,110,Universal Pictures,76
The Kite Runner,PG-13,128,Paramount,84
The LEGO Movie,PG,95,Warner Bros.,87
The LEGO Movie 2: The Second Part,PG,107,Warner Bros.,68
The Ladykillers,R,104,Buena Vista,43
The Lake House,PG,99,Warner Bros.,73
The Land Before Time III: The Time of Great Giving,G,61,MCA Universal Home Video,38
The Last Airbender,PG,103,Paramount,30
The Last Boy Scout,R,101,Warner Bros.,68
The Last Castle,R,131,Dreamworks,74
The Last Emperor,PG-13,162,Columbia Pictures,88
The Last Exorcism,PG-13,90,Lionsgate Films,35
The Last House on the Left,R,110,Rogue Pictures,52
The Last King of Scotland,R,121,20thCenturyFox,89
The Last Kiss,R,104,Paramount,59
The Last Legion,PG-13,102,The Weinstein Company,34
The Last Mimzy,PG,98,New Line Cinema,54
The Last Samurai,R,154,Warner Bros.,83
The Last Song,PG,108,Disney,66
The Last Stand,R,106,Lionsgate Films,53
The Last Starfighter,PG,100,Universal Pictures,69
The Last Temptation of Christ,R,164,Universal Pictures,84
The Last Witch Hunter,PG-13,106,Summit Entertainment,43
The Last of the Mohicans,R,114,20thCenturyFox,88
The Lawnmower Man,R,108,Sony,31
The League of Extraordinary Gentlemen,PG-13,110,20thCenturyFox,44
The Legend of Bagger Vance,PG-13,126,Dreamworks,65
The Legend of Drunken Master (Jui kuen II) (Drunken Fist II),R,102,Dimension Films,88
The Legend of Hercules,PG-13,98,Lionsgate Films,33
The Legend of Tarzan,PG-13,110,Lionsgate Films,58
The Legend of Zorro,PG,129,Sony,48
The Lego Batman Movie,PG,106,Warner Bros.,80
The Libertine,R,114,The Weinstein Company,58
The Life Aquatic with Steve Zissou,R,118,Buena Vista,82
The Life of David Gale,R,130,Universal Pictures,81
The Limits of Control,R,116,Focus Features,43
The Lincoln Lawyer,R,119,Lionsgate Films,82
The Lion King,G,87,Buena Vista,93
The Lion King,PG,118,Disney,88
The Lion King,G,87,Buena Vista,93
The Lion King,PG,118,Disney,88
The Lion King 1 1/2,G,76,Disney,62
The Lion King II: Simba's Pride,G,75,Disney,60
The Little Mermaid,G,82,Disney,88
The Little Mermaid 2: Return to the Sea,G,75,Disney,45
The Little Rascals,PG,82,MCA Universal Home Video,70
The Little Vampire,PG,97,New Line Cinema,55
The Lives of Others,R,137,Sony,96
The Living Daylights,PG,130,MGM,66
The Lizzie McGuire Movie,PG,93,Disney,49
The Lobster,R,118,A24,65
The Lone Ranger,PG-13,149,Disney,51
The Long Kiss Goodnight,R,120,New Line Cinema,70
The Longest Day,G,180,20thCenturyFox,90
The Longest Ride,PG-13,128,20thCenturyFox,71
The Longest Yard,R,121,Paramount,75
The Longest Yard,PG-13,113,Paramount,62
The Longest Yard,R,121,Paramount,75
The Longest Yard,PG-13,113,Paramount,62
The Lookout,R,99,Miramax Films,74
The Lord of the Rings,PG,131,Warner Bros.,64
The Lord of the Rings: The Fellowship of the Ring,PG-13,178,New Line Cinema,95
The Lord of the Rings: The Return of the King,PG-13,200,New Line Cinema,86
The Lord of the Rings: The Two Towers,PG-13,179,New Line Cinema,95
The Losers,PG-13,97,Warner Bros.,54
The Lost Boys,R,97,Warner Bros.,85
The Lost City,R,143,Magnolia Pictures,64
The Lost World - Jurassic Park,PG-13,134,Universal Pictures,51
The Love Bug,G,107,Disney,66
The Love Guru,PG-13,87,Paramount,33
The Lovely Bones,PG-13,136,Paramount,52
The Lucky One,PG-13,101,Warner Bros.,67
The Machinist,R,101,Paramount,83
The Magnificent Seven,R,126,MGM,87
The Magnificent Seven,PG-13,128,Sony,72
The Magnificent Seven,R,126,MGM,87
The Magnificent Seven,PG-13,128,Sony,72
The Majestic,PG,152,Universal Pictures,60
The Maltese Falcon,PG,100,Warner Bros.,91
The Man,PG-13,83,New Line Cinema,41
The Man From U.N.C.L.E.,PG-13,116,Warner Bros.,73
The Man Who Knew Too Little,PG,94,Warner Bros.,69
The Man Who Knew Too Much,PG,120,MCA Universal Home Video,84
The Man Who Wasn't There,R,116,USA Films,85
The Man With the Iron Fists,R,95,Universal Pictures,40
The Man Without a Face,PG-13,114,Warner Bros.,64
The Man from Snowy River,PG,102,20thCenturyFox,89
The Man in the Iron Mask,PG-13,132,MGM,55
The Man in the Moon,PG-13,99,MGM,85
The Man with Two Brains,R,93,Warner Bros.,64
The Man with the Golden Gun,PG,125,MGM,55
The Manchurian Candidate,PG-13,126,MGM,90
The Manchurian Candidate,R,130,Paramount,63
The Manchurian Candidate,PG-13,126,MGM,90
The Manchurian Candidate,R,130,Paramount,63
The Marine,PG-13,91,20thCenturyFox,60
The Martian,PG-13,142,20thCenturyFox,91
The Mask,PG-13,101,New Line Cinema,68
The Mask of Zorro,PG-13,136,Sony,72
The Master,R,136,The Weinstein Company,61
The Master of Disguise,PG,80,Columbia Pictures,33
The Matador,R,97,The Weinstein Company,65
The Matrix,R,136,Warner Bros.,85
